NAME                          INSTALLED                     FIXED-IN                   TYPE    VULNERABILITY        SEVERITY   
apt                           1.8.2.2                                                  deb     CVE-2011-3374        Negligible  
libxslt1.1                    1.1.32-2.2~deb10u1            1.1.32-2.2~deb10u2         deb     CVE-2021-30560       High        
libxtables12                  1.8.2-4                                                  deb     CVE-2012-2663        Negligible  
libxtables12                  1.8.2-4                                                  deb     CVE-2019-11360       Negligible  
libzstd1                      1.3.8+dfsg-3                  1.3.8+dfsg-3+deb10u1       deb     CVE-2021-24031       Medium      
libzstd1                      1.3.8+dfsg-3                  1.3.8+dfsg-3+deb10u2       deb     CVE-2021-24032       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2004-0230        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2005-3660        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2007-3719        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2008-2544        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2008-4609        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2010-4563        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2010-5321        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2011-4915        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2011-4916        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2011-4917        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2012-4542        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2014-9892        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2014-9900        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2015-2877        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2016-10723       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2016-8660        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2017-0630        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2017-13693       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2017-13694       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2018-1121        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2018-17977       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-11191       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-12378       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-12379       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-12380       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-12381       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-12382       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-12455       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-12456       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-12615       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-15213       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-15794       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-16229       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-16230       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-16231       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-16232       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-16233       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-16234       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-19064       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-19070       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2019-19083       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2020-11725       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2020-16120       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2020-26141       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2020-26145       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2020-26541       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2020-26555       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2020-27820       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2020-27835       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2020-35501       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2020-36310       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2020-36385       High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2020-36516       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2021-0929        Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2021-26934       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2021-32078       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2021-33061       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2021-3493        High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2021-3669        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2021-3714        High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2021-3759        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2021-3847        High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2021-3864        High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2021-4037        High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2021-44879       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-0400        High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-1184        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-1247        High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-1280        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-23825       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-25265       Negligible  
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-2873        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-2961        High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-3061        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-3108        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-3115        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-3169        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-3176        High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-3303        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-3344        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-3424        Unknown     
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-3523        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-3545        High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-3566        High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-3567        High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-36280       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-3707        Unknown     
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-38096       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-3903        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-39189       High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-41218       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-4129        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-41848       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-4269        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-4382        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-43945       High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-44032       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-44033       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-44034       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-4543        Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-45884       High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-45885       High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-45886       High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-45887       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-45919       High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-45934       High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-47518       High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-47519       High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-47520       High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-47521       High        
linux-libc-dev                4.19.171-2                                               deb     CVE-2022-47929       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2023-0030        Unknown     
linux-libc-dev                4.19.171-2                                               deb     CVE-2023-0266        Unknown     
linux-libc-dev                4.19.171-2                                               deb     CVE-2023-0394        Unknown     
linux-libc-dev                4.19.171-2                                               deb     CVE-2023-23454       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2023-23455       Medium      
linux-libc-dev                4.19.171-2                                               deb     CVE-2023-23559       High        
linux-libc-dev                4.19.171-2                    (won't fix)                deb     CVE-2013-7445        High        
linux-libc-dev                4.19.171-2                    (won't fix)                deb     CVE-2018-12928       Low         
linux-libc-dev                4.19.171-2                    (won't fix)                deb     CVE-2019-16089       Medium      
linux-libc-dev                4.19.171-2                    (won't fix)                deb     CVE-2019-19378       High        
linux-libc-dev                4.19.171-2                    (won't fix)                deb     CVE-2019-19449       High        
linux-libc-dev                4.19.171-2                    (won't fix)                deb     CVE-2019-19814       High        
linux-libc-dev                4.19.171-2                    (won't fix)                deb     CVE-2019-20794       Medium      
linux-libc-dev                4.19.171-2                    (won't fix)                deb     CVE-2020-12362       High        
linux-libc-dev                4.19.171-2                    (won't fix)                deb     CVE-2020-12363       Medium      
linux-libc-dev                4.19.171-2                    (won't fix)                deb     CVE-2020-12364       Medium      
linux-libc-dev                4.19.171-2                    (won't fix)                deb     CVE-2020-14304       Medium      
linux-libc-dev                4.19.171-2                    (won't fix)                deb     CVE-2020-15802       Medium      
linux-libc-dev                4.19.171-2                    (won't fix)                deb     CVE-2021-38207       High        
linux-libc-dev                4.19.171-2                    (won't fix)                deb     CVE-2022-0480        Medium      
linux-libc-dev                4.19.171-2                    (won't fix)                deb     CVE-2022-21499       Medium      
linux-libc-dev                4.19.171-2                    (won't fix)                deb     CVE-2022-29900       Medium      
linux-libc-dev                4.19.171-2                    4.19.177-1                 deb     CVE-2021-21781       Low         
linux-libc-dev                4.19.171-2                    4.19.177-1                 deb     CVE-2021-26930       High        
linux-libc-dev                4.19.171-2                    4.19.177-1                 deb     CVE-2021-26931       Medium      
linux-libc-dev                4.19.171-2                    4.19.177-1                 deb     CVE-2021-26932       Medium      
linux-libc-dev                4.19.171-2                    4.19.177-1                 deb     CVE-2021-3348        High        
linux-libc-dev                4.19.171-2                    4.19.181-1                 deb     CVE-2020-27170       Medium      
linux-libc-dev                4.19.171-2                    4.19.181-1                 deb     CVE-2020-27171       Medium      
linux-libc-dev                4.19.171-2                    4.19.181-1                 deb     CVE-2021-0512        High        
linux-libc-dev                4.19.171-2                    4.19.181-1                 deb     CVE-2021-27363       Medium      
linux-libc-dev                4.19.171-2                    4.19.181-1                 deb     CVE-2021-27364       High        
linux-libc-dev                4.19.171-2                    4.19.181-1                 deb     CVE-2021-27365       High        
linux-libc-dev                4.19.171-2                    4.19.181-1                 deb     CVE-2021-28038       Medium      
linux-libc-dev                4.19.171-2                    4.19.181-1                 deb     CVE-2021-28660       High        
linux-libc-dev                4.19.171-2                    4.19.181-1                 deb     CVE-2021-29265       Medium      
linux-libc-dev                4.19.171-2                    4.19.181-1                 deb     CVE-2021-30002       Medium      
linux-libc-dev                4.19.171-2                    4.19.181-1                 deb     CVE-2021-33033       High        
linux-libc-dev                4.19.171-2                    4.19.181-1                 deb     CVE-2021-3428        Medium      
linux-libc-dev                4.19.171-2                    4.19.181-1                 deb     CVE-2021-39656       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2020-24586       Low         
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2020-24587       Low         
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2020-24588       Low         
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2020-25670       High        
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2020-25671       High        
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2020-25672       High        
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2020-25673       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2020-26139       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2020-26147       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2020-26558       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-0129        Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-0937        Unknown     
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-0941        Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-22555       High        
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-23133       High        
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-23134       High        
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-28688       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-28964       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-28971       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-28972       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-29154       High        
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-29155       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-29264       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-29647       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-29650       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-31829       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-31916       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-32399       High        
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-33034       High        
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-33098       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-3483        High        
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-34981       Unknown     
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-3506        High        
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-3564        Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-3573        Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-3659        Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-38208       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-38209       Low         
linux-libc-dev                4.19.171-2                    4.19.194-1                 deb     CVE-2021-4157        High        
linux-libc-dev                4.19.171-2                    4.19.194-3                 deb     CVE-2020-36311       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-3                 deb     CVE-2021-33909       High        
linux-libc-dev                4.19.171-2                    4.19.194-3                 deb     CVE-2021-34693       Medium      
linux-libc-dev                4.19.171-2                    4.19.194-3                 deb     CVE-2021-3609        High        
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2020-16119       High        
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2020-3702        Medium      
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-0920        Medium      
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-20320       Medium      
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-22543       High        
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-33624       Medium      
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-3444        High        
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-34556       Medium      
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-35039       High        
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-35477       Medium      
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-3600        Unknown     
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-3612        High        
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-3653        High        
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-3655        Low         
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-3656        High        
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-3679        Medium      
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-37159       Medium      
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-3732        Medium      
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-3743        High        
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-3753        Medium      
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-37576       High        
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-38160       High        
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-38198       Medium      
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-38199       Medium      
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-38204       Medium      
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-38205       Low         
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-39633       Medium      
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-40490       High        
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-42008       High        
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-42252       High        
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-45485       High        
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2021-45486       Low         
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2022-0850        High        
linux-libc-dev                4.19.171-2                    4.19.208-1                 deb     CVE-2022-20141       High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2020-29374       Low         
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2020-36322       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-20317       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-20321       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-20322       High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-22600       High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-26401       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-28711       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-28712       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-28713       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-28714       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-28715       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-28950       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-3640        High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-3744        Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-3752        High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-3760        High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-3764        Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-38300       High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-39685       High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-39686       High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-39698       High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-39713       High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-4002        Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-4083        High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-4135        Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-4155        Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-41864       High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-4202        High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-4203        Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-42739       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-43389       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-43975       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-43976       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-44733       High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-45095       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-45469       High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-45480       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2021-45868       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-0001        Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-0002        Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-0322        Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-0330        High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-0435        High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-0487        Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-0492        High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-0617        Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-1678        High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-20008       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-20132       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-20154       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-22942       Unknown     
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-24448       Low         
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-24959       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-25258       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-25375       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-26966       Medium      
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-27223       High        
linux-libc-dev                4.19.171-2                    4.19.232-1                 deb     CVE-2022-2964        High        
linux-libc-dev                4.19.171-2                    4.19.235-1                 deb     CVE-2021-3772        Medium      
linux-libc-dev                4.19.171-2                    4.19.235-1                 deb     CVE-2021-4149        Medium      
linux-libc-dev                4.19.171-2                    4.19.235-1                 deb     CVE-2022-23036       High        
linux-libc-dev                4.19.171-2                    4.19.235-1                 deb     CVE-2022-23037       High        
linux-libc-dev                4.19.171-2                    4.19.235-1                 deb     CVE-2022-23038       High        
linux-libc-dev                4.19.171-2                    4.19.235-1                 deb     CVE-2022-23039       High        
linux-libc-dev                4.19.171-2                    4.19.235-1                 deb     CVE-2022-23040       High        
linux-libc-dev                4.19.171-2                    4.19.235-1                 deb     CVE-2022-23041       High        
linux-libc-dev                4.19.171-2                    4.19.235-1                 deb     CVE-2022-23042       High        
linux-libc-dev                4.19.171-2                    4.19.235-1                 deb     CVE-2022-24958       High        
linux-libc-dev                4.19.171-2                    4.19.249-1                 deb     CVE-2022-20368       High        
linux-libc-dev                4.19.171-2                    4.19.249-1                 deb     CVE-2022-20423       Medium      
linux-libc-dev                4.19.171-2                    4.19.249-1                 deb     CVE-2022-20572       Medium      
linux-libc-dev                4.19.171-2                    4.19.249-1                 deb     CVE-2022-2380        Medium      
linux-libc-dev                4.19.171-2                    4.19.249-1                 deb     CVE-2022-2503        Medium      
linux-libc-dev                4.19.171-2                    4.19.249-1                 deb     CVE-2022-2639        High        
linux-libc-dev                4.19.171-2                    4.19.249-1                 deb     CVE-2022-2977        High        
linux-libc-dev                4.19.171-2                    4.19.249-1                 deb     CVE-2022-2991        Medium      
linux-libc-dev                4.19.171-2                    4.19.249-1                 deb     CVE-2022-3107        Medium      
linux-libc-dev                4.19.171-2                    4.19.249-1                 deb     CVE-2022-3111        Medium      
linux-libc-dev                4.19.171-2                    4.19.249-1                 deb     CVE-2022-3202        High        
linux-libc-dev                4.19.171-2                    4.19.249-1                 deb     CVE-2022-3239        High        
linux-libc-dev                4.19.171-2                    4.19.249-1                 deb     CVE-2022-32981       High        
linux-libc-dev                4.19.171-2                    4.19.249-1                 deb     CVE-2022-41858       High        
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2021-4197        High        
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-0494        Medium      
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-0812        Medium      
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-0854        Medium      
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-1011        High        
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-1012        High        
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-1016        Medium      
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-1048        High        
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-1195        Medium      
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-1198        Medium      
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-1199        High        
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-1204        Medium      
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-1205        Medium      
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-1353        High        
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-1419        High        
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-1516        Medium      
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-1652        High        
linux-libc-dev                4.19.171-2                    4.19.249-2                 deb     CVE-2022-1729        High        
